text,video_path,num_frames,width,height,masks_path,videoid,box_path
 racecars on racetracks,./videos/18446506.mp4,74,606,1080,./masks/18446506,18446506,./boxs/18446506
 coffee orange slices and pumpkins,./videos/10069739.mp4,306,606,1080,./masks/10069739,10069739,./boxs/10069739
A blue and white police boat sails along a river with a forest and residential area in the background.,./videos/15833305.mp4,558,1920,1080,./masks/15833305,15833305,./boxs/15833305
 a woman talking on the telephone,./videos/10302790.mp4,309,1920,1012,./masks/10302790,10302790,./boxs/10302790
 woman in movie theatre,./videos/12187196.mp4,260,606,1080,./masks/12187196,12187196,./boxs/12187196
 drone footage of a cargo train passing by a rail yard,./videos/13465868.mp4,1290,1920,1080,./masks/13465868,13465868,./boxs/13465868
 low angle footage of a building perspective,./videos/2958506.mp4,388,1920,1012,./masks/2958506,2958506,./boxs/2958506
 massage therapist massaging woman,./videos/11492238.mp4,195,1920,1080,./masks/11492238,11492238,./boxs/11492238
"A farmer drives a red tractor, pulling a yellow trailer through a cornfield, under a clear blue sky with scattered clouds.",./videos/11818994.mp4,1276,1920,1080,./masks/11818994,11818994,./boxs/11818994
 a young woman sitting in a bath tub,./videos/10609616.mp4,322,1920,1012,./masks/10609616,10609616,./boxs/10609616
"Two men stand on a sandy beach volleyball court under a clear sky, with one preparing to serve the ball over the net.",./videos/12169688.mp4,364,1920,1080,./masks/12169688,12169688,./boxs/12169688
 man with curly hair,./videos/15060268.mp4,100,606,1080,./masks/15060268,15060268,./boxs/15060268
 man jumping from cliff into water,./videos/10441596.mp4,176,1920,1080,./masks/10441596,10441596,./boxs/10441596
 shashlik on grill,./videos/12074254.mp4,728,1920,1080,./masks/12074254,12074254,./boxs/12074254
 a couple in underwear hugging and kissing by a window,./videos/13771211.mp4,240,606,1080,./masks/13771211,13771211,./boxs/13771211
A man with short hair wearing a denim shirt is walking down a sidewalk with blurred lights and greenery in the background.,./videos/10503763.mp4,341,1920,1080,./masks/10503763,10503763,./boxs/10503763
A person jogs along a narrow path amidst lush green rice fields with a backdrop of distant village houses under a hazy sky.,./videos/18274387.mp4,394,1920,1080,./masks/18274387,18274387,./boxs/18274387
"A clear day with a single white cloud in a blue sky over a calm blue sea, bordered by a rocky shore.",./videos/13512549.mp4,154,606,1080,./masks/13512549,13512549,./boxs/13512549
 a young woman in a bikini posing by a waterfall,./videos/15552878.mp4,375,1920,1080,./masks/15552878,15552878,./boxs/15552878
 a sea lion swimming along the waves in a beach,./videos/3006844.mp4,376,1920,1080,./masks/3006844,3006844,./boxs/3006844
An elephant's trunk gently wraps around its tusk while standing still against a sandy background.,./videos/17199606.mp4,505,1920,1080,./masks/17199606,17199606,./boxs/17199606
"A white dog with fluffy fur lies still on a textured blanket, gazing out the window with a pensive expression.",./videos/13260790.mp4,1324,606,1080,./masks/13260790,13260790,./boxs/13260790
 scenery with a brook in a valley,./videos/12560883.mp4,497,1920,1080,./masks/12560883,12560883,./boxs/12560883
"Two individuals, one with a hand gesture, appear to be in conversation beside a van, with a natural landscape visible through the windows.",./videos/10406322.mp4,736,1920,1012,./masks/10406322,10406322,./boxs/10406322
 women dancing ballet on floor,./videos/10640531.mp4,162,1920,1012,./masks/10640531,10640531,./boxs/10640531
 woman on vessel with arm stretched over sea,./videos/13477781.mp4,313,606,1080,./masks/13477781,13477781,./boxs/13477781
"A hand grips a camera stabilizer, holding a professional camera with a long lens, against a dark background.",./videos/19598797.mp4,363,606,1080,./masks/19598797,19598797,./boxs/19598797
"The image showcases a large white wing display, with red floral embellishments, set against a natural leaf-strewn background.",./videos/18196274.mp4,229,1920,1080,./masks/18196274,18196274,./boxs/18196274
 couple sitting by piano and man turning back,./videos/10254602.mp4,238,1920,1012,./masks/10254602,10254602,./boxs/10254602
 drone footage of oshawa port,./videos/10551312.mp4,402,1920,1080,./masks/10551312,10551312,./boxs/10551312
 breaking waves on the coast of framura,./videos/12036645.mp4,850,1920,1080,./masks/12036645,12036645,./boxs/12036645
"An empty curved road leads down to a calm sea with two islands visible on the horizon, surrounded by green trees and streetlights.",./videos/18681360.mp4,518,606,1080,./masks/18681360,18681360,./boxs/18681360
 women dancing on rock in sea,./videos/10570722.mp4,228,1920,1012,./masks/10570722,10570722,./boxs/10570722
"A serene stream flows under a wooden bridge, amidst lush greenery and fallen autumn leaves, creating a tranquil nature scene.",./videos/17839369.mp4,1154,1920,1080,./masks/17839369,17839369,./boxs/17839369
 a young woman wearing a glamorous outfit during a photo session,./videos/15526553.mp4,153,606,1080,./masks/15526553,15526553,./boxs/15526553
 cruise ship sailing near city,./videos/13082564.mp4,369,606,1080,./masks/13082564,13082564,./boxs/13082564
"The winding road through the forest is surrounded by beautiful fall foliage, with a semi-truck passing by and a river running alongside it.",./videos/19091579.mp4,696,1920,1080,./masks/19091579,19091579,./boxs/19091579
 police officer with flashlight at night,./videos/10482311.mp4,555,1920,1012,./masks/10482311,10482311,./boxs/10482311
"A classic motorboat cruises past waterfront houses, with buoys bobbing in the choppy water and a seagull in the foreground.",./videos/19321123.mp4,182,1920,1080,./masks/19321123,19321123,./boxs/19321123
 a chestnut horse in a pasture,./videos/11760167.mp4,336,568,1080,./masks/11760167,11760167,./boxs/11760167
 stage in park,./videos/13439230.mp4,1040,1920,1080,./masks/13439230,13439230,./boxs/13439230
 portrait of punk couple,./videos/10179640.mp4,651,1920,1012,./masks/10179640,10179640,./boxs/10179640
 teenager smiling while talking at kitchen,./videos/10388590.mp4,544,1920,1012,./masks/10388590,10388590,./boxs/10388590
 sea fashion beach sunglasses,./videos/15526423.mp4,284,606,1080,./masks/15526423,15526423,./boxs/15526423
"A construction worker uses a heavy-duty jackhammer to break the concrete flooring, creating a pile of rubble.",./videos/15959642.mp4,551,1920,1080,./masks/15959642,15959642,./boxs/15959642
 video of an octopus underwater,./videos/1312397.mp4,690,1920,1080,./masks/1312397,1312397,./boxs/1312397
 puppies on floor near closet,./videos/13588261.mp4,344,606,1080,./masks/13588261,13588261,./boxs/13588261
 exotic fishes under the sea,./videos/1631763.mp4,392,1920,1080,./masks/1631763,1631763,./boxs/1631763
 serious women standing on field,./videos/10545043.mp4,189,568,1080,./masks/10545043,10545043,./boxs/10545043
 aerial view of kailua kona coastline hawaii,./videos/12819880.mp4,571,1920,1080,./masks/12819880,12819880,./boxs/12819880
 3d render of earth and moon,./videos/12252063.mp4,240,1920,960,./masks/12252063,12252063,./boxs/12252063
 a man smiling with brown fabric on his back blowing by the wind,./videos/10143259.mp4,636,568,1080,./masks/10143259,10143259,./boxs/10143259
"A snowy forest with tall, snow-covered trees stands still and serene, with a narrow pathway leading into its depths.",./videos/14536359.mp4,111,1920,1080,./masks/14536359,14536359,./boxs/14536359
 fountain drone 4k video,./videos/16186266.mp4,107,1920,1080,./masks/16186266,16186266,./boxs/16186266
 close up of a woman lighting a cigarette with a match,./videos/13686561.mp4,710,1920,1080,./masks/13686561,13686561,./boxs/13686561
 a man dancing around a curtain while holding a glass,./videos/10507964.mp4,576,1920,1012,./masks/10507964,10507964,./boxs/10507964
"In a modern kitchen with sleek cabinetry and lighting, a person in a white shirt and black apron appears to be preparing or arranging numerous small appetizers on a countertop.",./videos/17083201.mp4,713,1920,1080,./masks/17083201,17083201,./boxs/17083201
 the lighted signage of a music hall,./videos/2836280.mp4,434,1920,1080,./masks/2836280,2836280,./boxs/2836280
 a woman making jewelry at home,./videos/10474520.mp4,326,1920,1080,./masks/10474520,10474520,./boxs/10474520
"A pickup truck races through a sandy desert, kicking up a cloud of dust as onlookers watch from a distance.",./videos/15637121.mp4,243,1920,1080,./masks/15637121,15637121,./boxs/15637121
 eating zebra close up in badoca safari park in portugal,./videos/18296909.mp4,444,1920,1080,./masks/18296909,18296909,./boxs/18296909
 calm beach during dawn,./videos/17119349.mp4,587,1920,1080,./masks/17119349,17119349,./boxs/17119349
A person leans on a car while gazing at a serene beach under a pastel sunset sky.,./videos/10570726.mp4,1126,1920,1012,./masks/10570726,10570726,./boxs/10570726
 tropical fish swimming in a coral reef,./videos/17454112.mp4,235,1920,1080,./masks/17454112,17454112,./boxs/17454112
"A serene mountainous landscape with fluffy white clouds and a clear blue sky, showcasing the beauty of nature.",./videos/13032861.mp4,254,1920,1080,./masks/13032861,13032861,./boxs/13032861
 a gypsy couple with musical instruments standing in a field,./videos/10667492.mp4,838,1920,1012,./masks/10667492,10667492,./boxs/10667492
 machine cutting crops on field,./videos/12914878.mp4,1384,1920,1080,./masks/12914878,12914878,./boxs/12914878
 top view of a suspension bridge over a river,./videos/11321681.mp4,300,1920,1080,./masks/11321681,11321681,./boxs/11321681
 a man wiping his partner s mouth while eating in a park,./videos/13326135.mp4,240,606,1080,./masks/13326135,13326135,./boxs/13326135
"A person in a red coat and scarf walks down a rural dirt road, with bare trees and houses on either side.",./videos/11641530.mp4,1513,1920,1012,./masks/11641530,11641530,./boxs/11641530
 partial view of the eiffel tower from a parisian street,./videos/13295035.mp4,140,1920,1080,./masks/13295035,13295035,./boxs/13295035
 dogs in yard in winter,./videos/11008790.mp4,197,606,1080,./masks/11008790,11008790,./boxs/11008790
 panoramic view of a coastal area and a sandy island in the black sea,./videos/12858908.mp4,812,1920,1080,./masks/12858908,12858908,./boxs/12858908
 pouring milk to coffee,./videos/13662155.mp4,83,1920,1080,./masks/13662155,13662155,./boxs/13662155
"A dog playfully jumps on a vibrant street, shadowed by blossoming trees and a passing pedestrian, under the evening sky.",./videos/17662319.mp4,140,606,1080,./masks/17662319,17662319,./boxs/17662319
 mom and kids having fun in the kiddie pool,./videos/19051682.mp4,259,606,1080,./masks/19051682,19051682,./boxs/19051682
"A serene pond surrounded by lush greenery, with a gentle ripple of water and trees swaying in the breeze.",./videos/1398949.mp4,727,1920,1080,./masks/1398949,1398949,./boxs/1398949
 close up of lioness,./videos/13061900.mp4,617,1920,1080,./masks/13061900,13061900,./boxs/13061900
 drone shot of church steeple in winter,./videos/11023278.mp4,681,1920,1080,./masks/11023278,11023278,./boxs/11023278
 sea people water ocean,./videos/18155952.mp4,860,1920,1080,./masks/18155952,18155952,./boxs/18155952
 slow motion footage of a man throwing the anchor of a boat it into the sea water and securing the rope,./videos/2894893.mp4,1119,1920,1080,./masks/2894893,2894893,./boxs/2894893
 close up of a person preparing pasta,./videos/10048554.mp4,393,1920,1012,./masks/10048554,10048554,./boxs/10048554
 an otter swimming in a water,./videos/2556428.mp4,365,1920,1080,./masks/2556428,2556428,./boxs/2556428
 close up video of a man filming a woman,./videos/10253173.mp4,846,1920,1012,./masks/10253173,10253173,./boxs/10253173
 candle shaped decorations at night,./videos/10121319.mp4,652,1920,1080,./masks/10121319,10121319,./boxs/10121319
"A person with long black hair is striking a pose in a white off-shoulder blouse with flutter sleeves, against a neutral backdrop.",./videos/10149029.mp4,605,1920,1080,./masks/10149029,10149029,./boxs/10149029
 airplanes on airport tarmac,./videos/13790676.mp4,86,606,1080,./masks/13790676,13790676,./boxs/13790676
 father playing with son at bedtime,./videos/12750782.mp4,240,606,1080,./masks/12750782,12750782,./boxs/12750782
 slow motion footage of a seal on a rock close to the shore basking under the sun,./videos/3006841.mp4,252,1920,1080,./masks/3006841,3006841,./boxs/3006841
 man preparing hot drink,./videos/10265230.mp4,589,1920,1080,./masks/10265230,10265230,./boxs/10265230
 colorful tulips in bloom swaying in the wind,./videos/12657355.mp4,213,1920,1080,./masks/12657355,12657355,./boxs/12657355
 people in uniforms on wet ground road,./videos/13625837.mp4,60,1920,1080,./masks/13625837,13625837,./boxs/13625837
 people visiting the san antonio de padua convent in izamal mexico,./videos/13494843.mp4,248,1920,1080,./masks/13494843,13494843,./boxs/13494843
 a beach resort on a tropical island,./videos/12541023.mp4,75,606,1080,./masks/12541023,12541023,./boxs/12541023
"A person wades through a tranquil pond dotted with blooming lotus flowers, carrying a blue basket.",./videos/19095447.mp4,288,1920,1080,./masks/19095447,19095447,./boxs/19095447
 snow monkey japan 1,./videos/17608461.mp4,354,606,1080,./masks/17608461,17608461,./boxs/17608461
 a large bronze pot on display,./videos/2881977.mp4,186,1920,1080,./masks/2881977,2881977,./boxs/2881977
 aerial view of a light rail in santa monica california,./videos/14867347.mp4,738,1920,1080,./masks/14867347,14867347,./boxs/14867347
 a man playing with a football under a strobe light,./videos/10349045.mp4,183,568,1080,./masks/10349045,10349045,./boxs/10349045
 sunny field summer sun,./videos/17585481.mp4,300,1920,1080,./masks/17585481,17585481,./boxs/17585481
 a person painting a shirt,./videos/10474869.mp4,370,1920,1080,./masks/10474869,10474869,./boxs/10474869
 woman with camera walking in forest,./videos/11592868.mp4,146,1920,1080,./masks/11592868,11592868,./boxs/11592868
 a farmer using a combine harvester in a wheat field,./videos/15350387.mp4,437,1920,1080,./masks/15350387,15350387,./boxs/15350387
 a man filming a woman with a super 8 camera,./videos/10252932.mp4,748,1920,1012,./masks/10252932,10252932,./boxs/10252932
"Two people wearing long dresses walk past a white picket fence, with neoclassical architecture in the background.",./videos/10253175.mp4,914,1920,1012,./masks/10253175,10253175,./boxs/10253175
"A stone wall overlooks a rocky coastline with white-capped waves, under a cloudy sky and mountains in the background.",./videos/18480741.mp4,131,606,1080,./masks/18480741,18480741,./boxs/18480741
"A blue steel bridge spans across calm waters with a few pedestrians walking along its wooden planks, against a backdrop of mountains and a setting sun.",./videos/19562679.mp4,406,1920,1080,./masks/19562679,19562679,./boxs/19562679
 stringer with binoculars watching crime scene,./videos/10480744.mp4,323,1920,1012,./masks/10480744,10480744,./boxs/10480744
 world war 2 airplane,./videos/13066174.mp4,409,1920,1080,./masks/13066174,13066174,./boxs/13066174
 time lapse of clouds on sky,./videos/11733784.mp4,524,606,1080,./masks/11733784,11733784,./boxs/11733784
 hand painting with spray on wall,./videos/14212411.mp4,720,1920,1080,./masks/14212411,14212411,./boxs/14212411
 man dancing ballet,./videos/10639213.mp4,1104,1920,1012,./masks/10639213,10639213,./boxs/10639213
"A misty atmosphere hangs over an autumn-coloured forest, where a lone structure sits atop a hill, engulfed by the fog.",./videos/19136001.mp4,253,606,1080,./masks/19136001,19136001,./boxs/19136001
 clear sky over town,./videos/12172312.mp4,1057,606,1080,./masks/12172312,12172312,./boxs/12172312
A lively carousel adorned with glowing lights spins amidst a bustling crowd during the evening.,./videos/19454251.mp4,86,606,1080,./masks/19454251,19454251,./boxs/19454251
A person is climbing up concrete stairs with a metal railing on one side and overgrown plants on the other.,./videos/15814666.mp4,440,1280,720,./masks/15814666,15814666,./boxs/15814666
 a man touching his partner s belly,./videos/12178363.mp4,553,1920,1080,./masks/12178363,12178363,./boxs/12178363
"Four individuals in brightly colored suits stand side by side, overlooking a serene lakeside landscape at dusk.",./videos/10548169.mp4,1189,1920,1012,./masks/10548169,10548169,./boxs/10548169
 a man taking photos in front of a round mirror,./videos/10261288.mp4,1044,568,1080,./masks/10261288,10261288,./boxs/10261288
 woman in nightgown walking in bedroom,./videos/10069455.mp4,614,1920,1012,./masks/10069455,10069455,./boxs/10069455
 magpie picking nuts up,./videos/13762987.mp4,856,1920,1080,./masks/13762987,13762987,./boxs/13762987
 man people woman laptop,./videos/18839549.mp4,420,1920,1080,./masks/18839549,18839549,./boxs/18839549
"Two cats are sitting on a concrete surface, one with its back to the camera and the other facing away, showing only its head and ears.",./videos/17692133.mp4,323,1920,1080,./masks/17692133,17692133,./boxs/17692133
 mujer en columpio frente al mar,./videos/18689473.mp4,141,1920,1078,./masks/18689473,18689473,./boxs/18689473
 pattaya thailand beach evening 02 by aam anusorn,./videos/18611147.mp4,2403,606,1080,./masks/18611147,18611147,./boxs/18611147
"An orange cat, perched on a fuzzy blue bed, licks its paw while gazing at a grey fluffy object.",./videos/19596979.mp4,300,606,1080,./masks/19596979,19596979,./boxs/19596979
 clear sky over forest in city,./videos/11374093.mp4,355,1920,1080,./masks/11374093,11374093,./boxs/11374093
 a train railways network system,./videos/2021823.mp4,205,1920,802,./masks/2021823,2021823,./boxs/2021823
 teenager throwing stone to water,./videos/10535463.mp4,265,1920,1012,./masks/10535463,10535463,./boxs/10535463
 a sailing boat in the sea,./videos/10021241.mp4,126,606,1080,./masks/10021241,10021241,./boxs/10021241
 people drinking during a party,./videos/10578566.mp4,346,1920,1012,./masks/10578566,10578566,./boxs/10578566
 waves crashing on shore,./videos/1152379.mp4,1677,1920,1080,./masks/1152379,1152379,./boxs/1152379
"A person runs through a vast, open field surrounded by a cluster of trees with rolling hills and a clear sky in the background.",./videos/10850766.mp4,578,1920,1080,./masks/10850766,10850766,./boxs/10850766
 a mossy water fountain in a botanical garden,./videos/13068257.mp4,696,1920,1080,./masks/13068257,13068257,./boxs/13068257
"A winding road follows the course of a river, sandwiched between towering cliffs and dense greenery.",./videos/18038937.mp4,439,1920,1080,./masks/18038937,18038937,./boxs/18038937
 sea dawn landscape beach,./videos/10432677.mp4,216,606,1080,./masks/10432677,10432677,./boxs/10432677
 close up of a bubble,./videos/10523124.mp4,1261,1920,1080,./masks/10523124,10523124,./boxs/10523124
 man filming woman in jacket,./videos/14075778.mp4,158,606,1080,./masks/14075778,14075778,./boxs/14075778
 sunlight over forest in winter,./videos/11355030.mp4,1241,1920,1080,./masks/11355030,11355030,./boxs/11355030
 marketing banner internet poster,./videos/17647961.mp4,250,1920,1080,./masks/17647961,17647961,./boxs/17647961
 a woman with closed eyes,./videos/10210565.mp4,1057,1920,1012,./masks/10210565,10210565,./boxs/10210565
"A man walks his dog on a stone path, surrounded by greenery, towards a lookout point where people are gathered.",./videos/17611856.mp4,300,1920,1080,./masks/17611856,17611856,./boxs/17611856
 3d render of dinosaurs in river,./videos/12094225.mp4,211,1920,1080,./masks/12094225,12094225,./boxs/12094225
"A small white boat with two passengers glides through the dark blue ocean, leaving a trail of frothy waves behind.",./videos/19233328.mp4,401,1920,1080,./masks/19233328,19233328,./boxs/19233328
 a woman removing under eye masks,./videos/10222561.mp4,854,568,1080,./masks/10222561,10222561,./boxs/10222561
 a priest baptizing a child with water at a church,./videos/10634730.mp4,673,1920,1012,./masks/10634730,10634730,./boxs/10634730
 food city landscape man,./videos/18516736.mp4,147,606,1080,./masks/18516736,18516736,./boxs/18516736
 waves on shore near city,./videos/13195090.mp4,516,1920,1080,./masks/13195090,13195090,./boxs/13195090
 grandmother and granddaughter at cafe,./videos/10058510.mp4,832,568,1080,./masks/10058510,10058510,./boxs/10058510
 overhead view of ferry on water,./videos/13472187.mp4,529,1920,1080,./masks/13472187,13472187,./boxs/13472187
 nature animals monkeys wildlife,./videos/18496788.mp4,1208,1920,1080,./masks/18496788,18496788,./boxs/18496788
A patterned tortoise with black and yellow markings slowly traverses through the lush green grass and muddy ground.,./videos/16202534.mp4,462,1920,1080,./masks/16202534,16202534,./boxs/16202534
 macro video of bee on sunflower,./videos/1370900.mp4,1410,1920,1080,./masks/1370900,1370900,./boxs/1370900
 slow motion dog cute puppy,./videos/18809433.mp4,411,1920,1080,./masks/18809433,18809433,./boxs/18809433
 cyclist on promenade by river,./videos/11403570.mp4,445,1920,1080,./masks/11403570,11403570,./boxs/11403570
"This image captures a street scene, with a shaded bus stop surrounded by tall trees, allowing dappled sunlight to cast patterns on the ground, as viewed from a moving car.",./videos/18423112.mp4,311,606,1080,./masks/18423112,18423112,./boxs/18423112
 fishermen ships on river,./videos/11949320.mp4,184,1920,1080,./masks/11949320,11949320,./boxs/11949320
 woman walking in city,./videos/12224612.mp4,629,606,1080,./masks/12224612,12224612,./boxs/12224612
 vintage type of boat,./videos/1584806.mp4,254,1920,1080,./masks/1584806,1584806,./boxs/1584806
 aerial view of sandy beach and calm blue waters,./videos/15559193.mp4,404,1920,1080,./masks/15559193,15559193,./boxs/15559193
 snow light sea dawn,./videos/16176904.mp4,1148,606,1080,./masks/16176904,16176904,./boxs/16176904
 a person stirring kimchi in a cooking pot,./videos/11588425.mp4,67,606,1080,./masks/11588425,11588425,./boxs/11588425
 man riding mountain bike along dirt road,./videos/10452537.mp4,93,1920,1080,./masks/10452537,10452537,./boxs/10452537
 a woman giving a thumbs up,./videos/10373924.mp4,226,606,1080,./masks/10373924,10373924,./boxs/10373924
 ring dropped on bed,./videos/11587864.mp4,156,606,1080,./masks/11587864,11587864,./boxs/11587864
 pebbles and waves on beach,./videos/10181726.mp4,332,1920,1080,./masks/10181726,10181726,./boxs/10181726
A squirrel eats seeds at the base of a tree with green grass and parked cars in the background.,./videos/19157616.mp4,2919,1920,1080,./masks/19157616,19157616,./boxs/19157616
 turtle swimming with swimmers,./videos/17486815.mp4,658,1920,1080,./masks/17486815,17486815,./boxs/17486815
 two synchronized hip hop dancers,./videos/10264585.mp4,446,568,1080,./masks/10264585,10264585,./boxs/10264585
 a person closing it s laptop after using it,./videos/10224111.mp4,375,568,1080,./masks/10224111,10224111,./boxs/10224111
 carousel and christmas decorations in city,./videos/10529492.mp4,476,606,1080,./masks/10529492,10529492,./boxs/10529492
 a grey goat in a green field,./videos/10357319.mp4,964,1920,1080,./masks/10357319,10357319,./boxs/10357319
 acrobat dancer performing at night club,./videos/16510621.mp4,416,1920,1080,./masks/16510621,16510621,./boxs/16510621
 wild birds on rocks,./videos/12259536.mp4,467,1920,1080,./masks/12259536,12259536,./boxs/12259536
"A seagull floats gracefully on the calm, blue water, with its reflection mirroring its every move.",./videos/17404654.mp4,1087,606,1080,./masks/17404654,17404654,./boxs/17404654
 ants working on a rocky soil,./videos/2908581.mp4,578,1920,1012,./masks/2908581,2908581,./boxs/2908581
 a person holding a pocket watch,./videos/10284259.mp4,549,1920,1012,./masks/10284259,10284259,./boxs/10284259
 hikers on a trail in a mountain landscape,./videos/15422498.mp4,174,1920,1080,./masks/15422498,15422498,./boxs/15422498
 tattooed person reading a book,./videos/10120833.mp4,639,568,1080,./masks/10120833,10120833,./boxs/10120833
 sea waves crashing on beach,./videos/12481550.mp4,1098,1920,1080,./masks/12481550,12481550,./boxs/12481550
"A person in a striped shirt swings a baseball bat by the ocean under a vast, cloudy sky.",./videos/10536922.mp4,723,1920,1012,./masks/10536922,10536922,./boxs/10536922
"A person is reclining in sunlight while reading a book, surrounded by soft, white fabric.",./videos/10660994.mp4,1350,1920,1012,./masks/10660994,10660994,./boxs/10660994
 drone view of avenue of the stars in century city at night,./videos/13907601.mp4,577,1920,1080,./masks/13907601,13907601,./boxs/13907601
 massage therapist massaging leg,./videos/11492187.mp4,222,1920,1080,./masks/11492187,11492187,./boxs/11492187
"A person is typing on a white keyboard with one hand while holding a pen in the other hand, with laptops and a phone in the background.",./videos/12893577.mp4,240,606,1080,./masks/12893577,12893577,./boxs/12893577
"A person is adjusting the knob on a vintage stereo system with a dual cassette deck, illuminated by neon lights.",./videos/12405741.mp4,338,606,1080,./masks/12405741,12405741,./boxs/12405741
 colorful animation on black background,./videos/13006742.mp4,807,960,720,./masks/13006742,13006742,./boxs/13006742
 birds eye view on church and cemetery,./videos/11505026.mp4,547,1920,1080,./masks/11505026,11505026,./boxs/11505026
 drone time lapse of a town with tilt shift effect,./videos/12792961.mp4,376,1920,1080,./masks/12792961,12792961,./boxs/12792961
 a shirtless man dancing,./videos/10508138.mp4,362,1920,1012,./masks/10508138,10508138,./boxs/10508138
 boy playing with toys on a kitchen table,./videos/12751545.mp4,240,606,1080,./masks/12751545,12751545,./boxs/12751545
 man sitting and woman standing in traditional clothing,./videos/10664596.mp4,418,1920,1012,./masks/10664596,10664596,./boxs/10664596
 woman and men in suits on rock on water,./videos/10677455.mp4,1028,1920,1012,./masks/10677455,10677455,./boxs/10677455
 man dancing in tunnel,./videos/13607730.mp4,465,1920,1080,./masks/13607730,13607730,./boxs/13607730
 close up of shaping in clay,./videos/12616711.mp4,111,1920,1080,./masks/12616711,12616711,./boxs/12616711
 back view of a teenage boy walking in a forest,./videos/10540947.mp4,185,1920,1080,./masks/10540947,10540947,./boxs/10540947
"A white and blue ferry named 'Schilksee' sails along the water, passing by a dock with several sailboats and people enjoying the park on a cloudy day.",./videos/12276809.mp4,417,1920,1080,./masks/12276809,12276809,./boxs/12276809
 woman in traditional clothing,./videos/10664768.mp4,1134,568,1080,./masks/10664768,10664768,./boxs/10664768
Tall pine trees line a dirt road with a glimpse of a fiery sunset peeking through the branches.,./videos/18381109.mp4,273,606,1080,./masks/18381109,18381109,./boxs/18381109
"A person sits in a relaxed pose with their feet propped up, wearing colorful sneakers against a backdrop of a thatched structure.",./videos/10740713.mp4,161,1920,1080,./masks/10740713,10740713,./boxs/10740713
"In the calm waters of the river, a large barge equipped with water hoses sprays water into the air as it moves forward.",./videos/17312520.mp4,822,1920,1080,./masks/17312520,17312520,./boxs/17312520
 indian man bargaining with tuktuk auto wala,./videos/16177442.mp4,171,1920,1080,./masks/16177442,16177442,./boxs/16177442
"A graceful swan with its pure white feathers glides smoothly across the serene blue water, gracefully curving its neck and gently touching the surface with its beak.",./videos/12875191.mp4,145,1920,1080,./masks/12875191,12875191,./boxs/12875191
 aerial view on wooden building in forest,./videos/10780719.mp4,300,606,1080,./masks/10780719,10780719,./boxs/10780719
"A crowd gathers around a tall column with a golden statue atop, waving flags and banners in a bustling city square lined with modern buildings.",./videos/15886351.mp4,140,606,1080,./masks/15886351,15886351,./boxs/15886351
"Aerial view of the Tennessee Aquarium with glass pyramids, solar panels, and a bridge over the river in the background.",./videos/14481104.mp4,330,1920,1080,./masks/14481104,14481104,./boxs/14481104
 river behind castle walls,./videos/13056367.mp4,258,1920,1080,./masks/13056367,13056367,./boxs/13056367
 farmers working on field with grain,./videos/11246348.mp4,495,1920,1080,./masks/11246348,11246348,./boxs/11246348
 black car on road,./videos/13796124.mp4,1002,1920,1080,./masks/13796124,13796124,./boxs/13796124
 waves crashing on rocky coast,./videos/10910855.mp4,211,1920,1080,./masks/10910855,10910855,./boxs/10910855
 couple drinking red wine together,./videos/10122103.mp4,876,1920,1012,./masks/10122103,10122103,./boxs/10122103
 shikara boats in nigeen lake with houseboat,./videos/19175372.mp4,320,1920,1080,./masks/19175372,19175372,./boxs/19175372
 bartender pouring beer into glass,./videos/12511819.mp4,429,1920,1080,./masks/12511819,12511819,./boxs/12511819
 a man doing push ups while wearing white tank top,./videos/10483840.mp4,654,568,1080,./masks/10483840,10483840,./boxs/10483840
 point of view of a person walking along a creepy hotel corridor,./videos/15201563.mp4,57,1280,720,./masks/15201563,15201563,./boxs/15201563
"A brown and white horse grazes peacefully behind a metal fence, surrounded by greenery and a tree in a rural setting.",./videos/17607644.mp4,161,606,1080,./masks/17607644,17607644,./boxs/17607644
 a wooden ship sailing the blue sea,./videos/14159703.mp4,749,1920,1012,./masks/14159703,14159703,./boxs/14159703
"Shoppers are ascending and descending on an escalator in a busy mall, surrounded by various storefronts and decorative ceiling features.",./videos/1338595.mp4,258,1920,1080,./masks/1338595,1338595,./boxs/1338595
A person silhouetted against a raging bonfire flickers a cellphone camera against the night sky.,./videos/2646935.mp4,339,1920,1080,./masks/2646935,2646935,./boxs/2646935
"In this bustling London street, two iconic red double-decker buses pass by the historic Big Ben clock tower.",./videos/18212776.mp4,384,1920,1080,./masks/18212776,18212776,./boxs/18212776
 ferry under bridge in istanbul,./videos/10732108.mp4,235,606,1080,./masks/10732108,10732108,./boxs/10732108
 taking pictures of gymnast,./videos/13399628.mp4,75,606,1080,./masks/13399628,13399628,./boxs/13399628
"A hand holds a lighter, producing a bright flame against a dark background.",./videos/19212493.mp4,741,1920,1080,./masks/19212493,19212493,./boxs/19212493
"A person in a dark hoodie stands, looking out a window at a brick wall, where raindrops splatter gently against the glass.",./videos/16921102.mp4,2155,1920,1080,./masks/16921102,16921102,./boxs/16921102
 close up on hands on book,./videos/11139093.mp4,157,1920,1080,./masks/11139093,11139093,./boxs/11139093
 a starling bird perched on a wood,./videos/10006381.mp4,264,1620,1080,./masks/10006381,10006381,./boxs/10006381
 two female hip hop style dancers,./videos/10264815.mp4,398,568,1080,./masks/10264815,10264815,./boxs/10264815
